Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Log Work,Work Ratio,Security Level,Outward issue link (Cause),Inward issue link (Dependency),Outward issue link (Dependency),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relation),Inward issue link (Relation),Inward issue link (Relation),Outward issue link (Relation),Outward issue link (Relation),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Fix URL),Custom field (Flagged),Custom field (GitHub Pull Request URL),Custom field (Labels),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Sprint,Custom field (Story Points),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"Misleading installer update ""timeout detected"" message",PHPBB-17329,38882,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,HB,HB,02/Jun/24 11:02 AM,02/Jun/24 11:03 AM,08/Nov/25 11:12 AM,,3.3.12,,,,,,Installation system,,,,,,0,,,,,,,,"When running the update installer, it failed partway through the diff comparison with the error message mentioned in the KB article [The installer detected a timeout|https://www.phpbb.com/support/docs/en/3.3/kb/article/debugging-quotthe-installer-detected-a-timeoutquot/]. Its recommendation to check the logs for a catch-all error were indeed correct and led me to the 3.3.12 correction in includes/diff/diff.php:
{code:php}                if (is_array($orig) && count($orig) == 1 && trim($orig[0]) === '')
                {
                    $orig = array();
                }
                if (is_array($final) && count($final) == 1 && trim($final[0]) === '')
                {
                    $final = array();
                }
{code}
I asked about this problem [here|https://www.phpbb.com/community/viewtopic.php?p=16014943#p16014943]. For the next person with this [timeout?] problem, I recommend adding a link to the above KB article in the message LA_TIMEOUT_DETECTED_MESSAGE, e.g., ""For other possible causes of this error, see the article [The installer detected a timeout|https://www.phpbb.com/support/docs/en/3.3/kb/article/debugging-quotthe-installer-detected-a-timeoutquot/]"".

 

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03oun:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTTP 400 (Bad request) error on multiple clicking webpush notifications Subscribe/Unsubscribe button,PHPBB-17319,38702,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,rxu,rxu,19/May/24 6:55 AM,19/May/24 8:16 AM,08/Nov/25 11:12 AM,,4.0.0-a1,,,,,,JavaScript / AJAX,Notification System,,,,,0,,,,,,,,"When you start permanently mutli-clicking Subscribe/Unsubscribe button for webpush notifications in UCP, console got spammed by numerous errors like:

{noformat}
       POST https://area51.phpbb.com/phpBB/user/push/subscribe 400 (Bad Request)
subscribeButtonHandler @ webpush.js?assets_version=2517:173
webpush.js?assets_version=2517:207               
       POST https://area51.phpbb.com/phpBB/user/push/unsubscribe 400 (Bad Request){noformat}
Server response on those errors is:
{noformat}
{""message"":""The submitted form was invalid. Try submitting again.""}{noformat}
which apparently comes from \phpbb\ucp\controller\webpush.php function check_subscribe_requests().",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03osn:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Post is calculated by post_id instead of post_time,PHPBB-15232,33908,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,user1492,user1492,15/May/17 7:10 PM,15/May/24 5:37 PM,08/Nov/25 11:12 AM,,3.2.0,,,,,,Viewing forums,,,,,,0,,,,,,,,"The forum sync function (determine last post) is using the post_id to determine the ""last post"" of the forum.  This does not always generate the correct result, depending on the state of the database - specifically, when a bulletin board is imported from elsewhere into phpBB.

Using the post_time would give the correct result, regardless of the post order in the database.

In my situation, topic_id 25 (post_id 73) has a message time of 1460449200, but topic_id 4 (post_id 16) has the newest message time of 1485184800 (2 years newer).  However, post_id 73 is always calculated as the last post (until a brand new post in the forum is made).

As a test, I changed the post_id from 16 to 2000 and synchronized the forum.  The last post then displayed correctly (post_id 2000).

This bug does not create big issues - just cosmetic/annoyance type problems.  This bug becomes invisible once a new post in the forum is made after a database import (largest post_id is the newest time).

I am willing to test code, as my migration to phpBB is still in process (not live).","phpMyAdmin 4.7.0, MySQL 5.6.35, Ubuntu 14.04.5 LTS, IE 11.0.9600.18537 and Firefox 52.1.1 (32bit) ESR",,,,,,,,PHPBB-15100,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03alb:",,,,,,,,,,,,,,"15/May/17 10:47 PM;javiexin;This affects 3.1 as well, not only 3.2.
And the issue happens in multiple ""normal"" forum operations, not frequently, but it may happen as well, besides migrations.
The other part of the issue, not mentioned here (same problem affects first_post_id) cannot be fixed by creating a new post.
An in-depth discussion can be found here: https://area51.phpbb.com/phpBB/viewtopic.php?f=126&t=50961
It also includes examples of how to reproduce the problem in ""normal"" forum operation (without the need to migrate).
;;;","15/May/24 5:37 PM;Leinad4Mind;I've solved this issue by simple doing this edit: [https://www.phpbb.com/customise/db/extension/change_post_time/support/topic/223921?p=878824#p878824]

This way, everytime the sync is runned, manually or automatically it will apply to the first_post_id the post that appears sooner AND with the minimum post_id.
Same for last_post_id, where I use the last post_time and the max post_id.

Hope it helps.;;;",,,,,,,,,,,,,,,,,,,,
postrow.U_MINI_POST shouldn't be visible to bots,PHPBB-17307,38688,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Big Monstro,Big Monstro,01/May/24 1:35 PM,01/May/24 1:35 PM,08/Nov/25 11:12 AM,,3.3.11,,,,,,Viewing posts,,,,,,0,front-end,viewtopic,,,,,,"To prevent similar topic pages to be browsed by identified bots (like Google), all occurences of postrow.U_MINI_POST should be hidden from them. Sure, there is canonical links on these pages, but the bots shouldn't even browse similar pages if possible (waste of time, server resources, etc.).

On each topic pages, some postrow.U_MINI_POST links are hidden but other aren't.

These *postrow.U_MINI_POST* links are hidden to identified bots (viewtopic_body.html) :
{code:java}
                <!-- IF S_IS_BOT -->
                    <span><i class=""icon fa-file fa-fw <!-- IF postrow.S_UNREAD_POST -->icon-red<!-- ELSE -->icon-lightgray<!-- ENDIF --> icon-md"" aria-hidden=""true""></i><span class=""sr-only"">{postrow.MINI_POST}</span></span>
                <!-- ELSE -->
                    <a class=""unread"" href=""{postrow.U_MINI_POST}"" title=""{postrow.MINI_POST}"">
                        <i class=""icon fa-file fa-fw <!-- IF postrow.S_UNREAD_POST -->icon-red<!-- ELSE -->icon-lightgray<!-- ENDIF --> icon-md"" aria-hidden=""true""></i><span class=""sr-only"">{postrow.MINI_POST}</span>
                    </a>
                <!-- ENDIF --> {code}
These *postrow.U_MINI_POST* links are +visible+ to identified bots (viewtopic_body.html) :
{code:java}
        <h3 {% if postrow.S_FIRST_ROW %}class=""first""{% endif %}>
            {% if postrow.POST_ICON_IMG %}
                <img src=""{{ T_ICONS_PATH }}{{ postrow.POST_ICON_IMG }}"" width=""{{ postrow.POST_ICON_IMG_WIDTH }}"" height=""{{ postrow.POST_ICON_IMG_HEIGHT }}"" alt=""{{ postrow.POST_ICON_IMG_ALT }}"" title=""{{ postrow.POST_ICON_IMG_ALT }}"">
            {% endif %}
            <a {% if postrow.S_FIRST_UNREAD %}class=""first-unread"" {% endif %}href=""{{ postrow.U_MINI_POST }}"">{{ postrow.POST_SUBJECT }}</a>
        </h3> {code}
The line with *postrow.U_MINI_POST* should be replaced by the following one:
{code:java}
{% if not S_IS_BOT %}<a {% if postrow.S_FIRST_UNREAD %}class=""first-unread"" {% endif %}href=""{{ postrow.U_MINI_POST }}"">{% endif %}{{ postrow.POST_SUBJECT }}{% if not S_IS_BOT %}</a>{% endif %} {code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03opj:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add New Column - Last Visit,PHPBB-17298,38587,,New Feature,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Tarantino,Tarantino,22/Mar/24 11:30 AM,22/Mar/24 11:30 AM,08/Nov/25 11:12 AM,,3.3.11,,,,,,ACP,,,,,,0,,,,,,,,"On ACP - Users and Groups - Groups - Manage Groups.

Will be great to add a new column, for Last Visit.

At the moment we only have Registration date. It matters for many reasons to know their last visit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03onb:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purge the files in the /cache/installer folder when purging cache,PHPBB-17294,38582,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,MarkDHamill,MarkDHamill,25/Feb/24 8:46 PM,25/Feb/24 8:49 PM,08/Nov/25 11:12 AM,,3.3.11,,,,,,Caching (ACM),Template Engine,,,,,1,template,,,,,,,"I think the /cache/installer folder should also be purged or deleted recursively when the purge the cache button is pressed in the ACP. Doing so solved an issue for a couple of clients recently after an update of phpBB. See [this topic|https://www.phpbb.com/customise/db/extension/digests_extension/support/topic/246190].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03om7:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field topic_first_poster_name blank in topics table,PHPBB-17288,38576,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,yvan02,yvan02,11/Feb/24 5:47 PM,11/Feb/24 5:49 PM,08/Nov/25 11:12 AM,,3.3.11,,,,,,,,,,,,0,,,,,,,,"After editing first post of a topic the field topic_first_poster_name is blank.

In forum view the user Guest (Invité in french) is affected on first topic.",,,,,,,,,,,,,,,,,"11/Feb/24 5:47 PM;yvan02;Screenshot (1).png;https://tracker.phpbb.com/secure/attachment/22180/Screenshot+%281%29.png",,,,,,,,,,,,,,,,,"0|i03okv:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You cannot quote part of text with iOS/iPadOS browsers,PHPBB-17238,38523,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,P_I,P_I,11/Dec/23 1:41 AM,14/Jan/24 2:34 PM,08/Nov/25 11:12 AM,,3.3.11,,,,,,Posting,,,,,,0,,,,,,,,"Source: [phpBB • you cannot quote a part of text with iPhone|https://www.phpbb.com/community/viewtopic.php?t=2612416]

Someone posting uses the TOPIC REVIEW area and selects a subset of a post's text and then clicks on the quote button.

Instead of just quoting the selected text the whole post text is quoted.

Happens with Safari, Edge and Chrome browsers on iOS and iPadOS.

I cannot be certain however the behaviour changed around iOS/iPadOS Version 16. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03o93:",,,,,,,,,,,,,,"14/Jan/24 2:34 PM;P_I;I found a reference that this stopped working with with the release of iPadOS 15.1 in November 2021 (source: [Info On Posting, Responding, etc - Bogleheads.org|https://www.bogleheads.org/forum/viewtopic.php?p=7246017#p7246017]);;;",,,,,,,,,,,,,,,,,,,,,
Main Area51 page links to archived 3.0.x support forum,WEBSITE-1427,38570,,Bug,Open,WEBSITE,Website,software,Paul,Bugs related to the phpBB.com website.,https://www.phpbb.com/,Minor,,,MalikTH,MalikTH,10/Jan/24 6:49 PM,10/Jan/24 6:51 PM,08/Nov/25 11:12 AM,,,,,,,,Area51,,,,,,0,,,,,,,,"On the [main Area51 page|https://area51.phpbb.com/], under the ""Development Sites & Tools"" subheading, the Issue Tracker section advises getting support in the Support Forums first. However, the Support Forum link leads to the 3.0.x support forums, which are archived.

It should instead link to the [Support Forums category|https://www.phpbb.com/community/viewforum.php?f=551], where the user seeking help can choose the subforum that's relevant to them. Alternatively, it could link to the individual subforums directly, like how the Coding Guidelines section links to the different guidelines for each supported version.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03ojj:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cache Headers for Files Served through file.php,PHPBB-17278,38563,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,thecoalman,thecoalman,29/Dec/23 7:58 AM,29/Dec/23 8:03 AM,08/Nov/25 11:12 AM,,,,,,,,Attachments,,,,,,0,,,,,,,,"Cloudflare and I would assume other caching services by default do not cache files with certain extensions like .php There are options to create custom cache rules  for whatever you want regardless of the source. 

The cache header for files served through file.php is set to private as it should be as a default otherwise you run the risk of caching files in PM's or private forums. Since there is no way for the caching service to determine what to cache there is no way to allow caching of attachments unless you want to expose non public files to the public.

A check should be performed to see if the file is publicly accessible and if so set the header to public allowing caching of attachments that are not in private forums or PM's. This is not Cloudflare specific but would apply to any caching service that is going to respect the header.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03ohz:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polls with Allow re-voting checked should allow for vote to be cancelled,PHPBB-17275,38560,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,P_I,P_I,19/Dec/23 6:28 PM,19/Dec/23 6:28 PM,08/Nov/25 11:12 AM,,3.3.11,,,,,,Posting,,,,,,1,,,,,,,,"From [phpBB • Poll cancel vote|https://www.phpbb.com/community/viewtopic.php?t=2649100] 

During a poll, even if you checked ""can change your vote"", once you have voted you cannot delete your vote.
More precisely, you receive a message saying that you must choose at least one option.
I find this behavior abnormal: if you can modify your vote you should also be able to cancel it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03ohb:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fix Missing "".rtl .page-number"" RTL Topic Print Function Page Number Text Align Rule",PHPBB-17274,38559,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,ForumFlair,ForumFlair,17/Dec/23 7:46 PM,17/Dec/23 7:46 PM,08/Nov/25 11:12 AM,,3.3.11,,,,,,Styles,,,,,,0,prosilver,,,,,,,"When using an RTL language, if you view a topic which has 20 pages and you are on page 10 for example - if you go to print the page and look at the page number at the bottom of the page - the text is aligned on the wrong side... I have added a screen shot to show this,

 

This can be solved by adding a text align rule to the bidi.css file.

 

*File:*

 
{code:java}
bidi.css
{code}
 

 

*Find:*

 
{code:java}
.rtl .page-number {
    float: left;
}{code}
 

 

*Change To:*

 
{code:java}
.rtl .page-number {
    float: left;
    text-align: left;
}{code}
 

 ",,,,,,,,,,,,,,,,,"17/Dec/23 7:41 PM;ForumFlair;RTL - Print Topic Page Bottom Number.png;https://tracker.phpbb.com/secure/attachment/22177/RTL+-+Print+Topic+Page+Bottom+Number.png",,,,,,,,,,,,,,,,,"0|i03oh3:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fix Missing ""blockquote cite > span"" Topic Print And Private Message Print Function Quote Block Cite Float Rule",PHPBB-17273,38558,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,ForumFlair,ForumFlair,17/Dec/23 7:17 PM,17/Dec/23 7:17 PM,08/Nov/25 11:12 AM,,3.3.11,,,,,,Styles,,,,,,0,prosilver,,,,,,,"When printing a topic, the quote block cite time is on the the wrong side of the quote block, see screen shot.

 

This can be solved by adding a rule to the print.css file to match the one in the content.css file.

 

*File:*
{code:java}
print.css
{code}
*Find:*
{code:java}
.quote-by, blockquote cite {
    color: black;
    display: block;
    font-weight: bold;
}{code}
*Add Below:*
{code:java}
blockquote cite > span {
    float: right;
}{code}",,,,,,,,,,,,,,,,,"17/Dec/23 7:12 PM;ForumFlair;LTR - View Topic Print.png;https://tracker.phpbb.com/secure/attachment/22176/LTR+-+View+Topic+Print.png",,,,,,,,,,,,,,,,,"0|i03ogv:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Remove Surplus Post Notice "".rtl p.post-notice"" RTL Padding Left Side Rule As It Already Has Padding On Both Sides",PHPBB-17272,38557,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,ForumFlair,ForumFlair,15/Dec/23 4:58 AM,15/Dec/23 5:01 AM,08/Nov/25 11:12 AM,,3.3.11,,,,,,Styles,,,,,,0,prosilver,,,,,,,"The bidi.css file has a rule which adds 5px of padding to the left side of the post notice box but the common.css file has a rule which adds 5px of padding to both sides plus the top/bottom, therefore the rule in the bidi.css file has no effect and is surplus.

 

*File:*
{code:java}bidi.css
{code}
 

*Delete:*
{code:java}.rtl p.post-notice {
    padding-left: 5px;
}{code}
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03ogn:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
